Ticker,Strategy,Total Return %,Max Drawdown %,Trades,2021,2022,2023,2024,2025,2026
FME.DE,"SMA(9,50)",14.83,-34.77,17,0.0,-1.15,46.18,-9.43,-12.67,0.47
FME.DE,"SMA(21,200)",-23.12,-47.69,6,0.0,-2.13,-10.41,-1.6,-14.06,3.69
FME.DE,"EMA(9,21)",12.99,-34.02,27,-2.15,-1.69,54.46,-3.86,-18.19,-3.31
FME.DE,"EMA(20,50)",-6.45,-39.75,12,0.0,-11.59,37.51,-7.7,-19.17,3.15
FME.DE,"EMA(50,200)",-26.22,-44.6,5,0.0,0.0,-17.75,3.67,-13.69,0.26
FME.DE,"EMA(9,50)",5.01,-35.36,20,0.0,-12.65,51.6,-9.68,-11.5,-0.79
FME.DE,"EMA(21,200)",0.05,-30.07,6,0.0,-4.03,3.85,9.61,-12.09,4.18
G1A.DE,Buy & Hold,90.74,-33.15,0,39.07,-18.62,0.89,30.32,23.35,3.93
G1A.DE,"SMA(9,21)",35.28,-23.73,32,18.34,-6.42,-0.39,2.5,17.82,1.54
G1A.DE,"SMA(20,50)",59.11,-34.83,12,20.04,-24.69,18.35,25.2,21.22,-2.01
G1A.DE,"SMA(50,200)",37.4,-24.48,3,0.0,-1.8,-0.21,30.94,21.32,-11.73
G1A.DE,"SMA(9,50)",31.83,-29.43,15,13.6,-18.97,5.0,23.75,11.82,-1.43
G1A.DE,"SMA(21,200)",49.71,-18.16,4,0.0,-3.88,1.37,32.39,23.03,-5.67
G1A.DE,"EMA(9,21)",48.58,-21.85,29,31.83,-9.57,3.5,6.65,12.13,0.69
G1A.DE,"EMA(20,50)",79.33,-30.15,10,37.4,-22.05,15.95,30.32,18.93,-6.82
G1A.DE,"EMA(50,200)",48.05,-29.06,4,36.23,-25.31,0.14,31.01,23.35,-10.08
G1A.DE,"EMA(9,50)",74.09,-22.18,13,37.4,-12.27,10.0,25.99,11.92,-6.88
G1A.DE,"EMA(21,200)",46.45,-26.51,5,37.4,-23.36,1.07,32.03,18.22,-11.85
HNR1.DE,Buy & Hold,109.75,-24.47,0,15.32,15.47,20.36,15.17,13.83,-0.17
HNR1.DE,"SMA(9,21)",-12.52,-32.46,39,9.31,6.34,-9.28,-8.77,-6.38,-2.88
HNR1.DE,"SMA(20,50)",19.58,-22.21,16,2.88,11.75,11.04,-7.09,12.01,-9.99
HNR1.DE,"SMA(50,200)",64.88,-23.89,2,0.0,21.24,20.36,15.17,6.82,-8.16
HNR1.DE,"SMA(9,50)",31.65,-26.0,18,5.24,24.18,6.33,-0.43,-2.08,-2.83
HNR1.DE,"SMA(21,200)",69.27,-15.59,2,0.0,18.95,20.36,15.17,6.39,-3.51
HNR1.DE,"EMA(9,21)",-15.7,-39.4,35,5.52,4.75,-2.77,-4.19,-19.2,1.33
HNR1.DE,"EMA(20,50)",32.16,-28.95,13,11.96,20.86,14.32,-7.6,2.42,-9.72
HNR1.DE,"EMA(50,200)",33.57,-31.78,5,8.68,6.94,20.36,15.17,2.76,-19.32
HNR1.DE,"EMA(9,50)",25.01,-33.02,20,10.07,23.56,7.67,-1.3,-11.65,-2.09
HNR1.DE,"EMA(21,200)",46.01,-28.43,8,10.62,8.18,20.36,15.17,4.23,-15.55
HEI.DE,Buy & Hold,170.69,-45.85,0,-17.93,-6.17,57.82,51.95,90.23,-22.95
HEI.DE,"SMA(9,21)",19.08,-41.39,36,-7.4,-26.11,17.9,25.1,45.47,-18.89
HEI.DE,"SMA(20,50)",85.19,-40.7,14,-7.42,-26.67,47.17,31.13,81.49,-22.12
HEI.DE,"SMA(50,200)",272.5,-32.64,1,0.0,2.07,57.82,51.95,90.23,-20.0
HEI.DE,"SMA(9,50)",106.07,-34.39,17,-2.54,-14.74,50.98,32.69,76.04,-29.68
HEI.DE,"SMA(21,200)",281.87,-24.58,2,0.0,2.42,59.58,51.95,90.23,-19.17
HEI.DE,"EMA(9,21)",92.98,-25.57,28,-4.65,8.16,27.53,27.89,43.83,-20.23
HEI.DE,"EMA(20,50)",117.64,-32.53,11,-3.36,-17.43,46.6,35.55,78.53,-23.12
HEI.DE,"EMA(50,200)",214.4,-32.64,2,-6.65,-0.86,57.82,51.95,90.23,-25.54
HEI.DE,"EMA(9,50)",146.55,-29.6,13,-0.65,-15.17,52.67,31.09,82.33,-19.84
HEI.DE,"EMA(21,200)",245.74,-24.67,2,-6.59,0.49,57.82,51.95,90.23,-19.26
HEN3.DE,Buy & Hold,-2.53,-33.06,0,-17.97,-5.71,14.92,19.23,-15.34,8.63
HEN3.DE,"SMA(9,21)",12.72,-21.04,33,-8.17,0.51,12.17,6.71,-16.85,22.71
HEN3.DE,"SMA(20,50)",-19.41,-36.11,15,0.0,-8.33,6.56,5.07,-20.95,-0.67
HEN3.DE,"SMA(50,200)",0.16,-23.74,3,0.0,-2.49,7.57,17.93,-12.21,-7.77
HEN3.DE,"SMA(9,50)",-17.09,-32.46,19,0.0,-9.99,9.3,3.68,-25.74,9.47
HEN3.DE,"SMA(21,200)",-15.12,-26.96,8,0.0,-7.21,4.4,10.65,-15.55,-6.23
HEN3.DE,"EMA(9,21)",11.55,-20.21,29,-7.53,-0.82,8.41,15.18,-17.68,18.33
HEN3.DE,"EMA(20,50)",-21.72,-30.05,14,-5.57,-9.82,7.65,2.25,-18.88,2.95
HEN3.DE,"EMA(50,200)",-15.88,-30.91,5,-5.14,-5.0,10.0,19.23,-14.64,-16.62
HEN3.DE,"EMA(9,50)",-17.43,-27.9,22,-3.86,-12.68,2.29,3.86,-16.61,11.01
HEN3.DE,"EMA(21,200)",-11.66,-27.6,7,-4.43,-2.93,7.46,13.48,-18.85,-3.77
IFX.DE,Buy & Hold,136.54,-51.12,0,28.38,-29.66,34.15,-16.04,21.26,91.82
IFX.DE,"SMA(9,21)",15.45,-49.43,38,9.62,-3.68,10.16,-31.27,-13.76,67.46
IFX.DE,"SMA(20,50)",30.88,-36.16,13,2.9,-16.54,7.88,-18.33,27.8,35.35
IFX.DE,"SMA(50,200)",32.42,-57.76,6,0.0,-12.05,11.42,-19.15,-12.86,91.82
IFX.DE,"SMA(9,50)",30.37,-40.77,20,0.0,-20.02,11.37,-24.33,10.75,74.64
IFX.DE,"SMA(21,200)",7.22,-62.7,6,0.0,-11.31,18.5,-25.69,-28.43,91.82
IFX.DE,"EMA(9,21)",-11.24,-63.67,39,7.07,-18.42,-6.81,-32.51,-8.16,75.92
IFX.DE,"EMA(20,50)",36.62,-46.95,14,24.55,-10.53,26.47,-26.62,-17.47,60.06
IFX.DE,"EMA(50,200)",-6.24,-69.08,8,24.55,-29.67,13.52,-33.55,-26.02,91.82
